image_path,predicted_face_shape,hairstyle
data\Wavy\14_1512031743.jpg,Heart,Wavy
data\Wavy\15b93f5299cff2a5f79966a378715bab.jpg,Heart,Wavy
data\Wavy\16853c007d8200b90e7acdd5ec659cd6.jpg,Heart,Wavy
data\Wavy\176c6deefd0bc4576594cd43dff13cd32.jpg,Square,Wavy
data\Wavy\2-Short-High-Volume-Hairstyle.jpg,Round,Wavy
data\Wavy\2.Aishwarya-Rai-BachchanE28099s-Splendid-Soft-Wind-Blown-Tresses.jpg,Oval,Wavy
data\Wavy\20d3e8f598259c0ec7b0678b67f8afd1.jpg,Round,Wavy
data\Wavy\218f5348dda52bcc409d0b682fc64f244.jpg,Oblong,Wavy
data\Wavy\23-angel-waves-for-long-hair-CIa6kuejcI9.jpg,Oval,Wavy
data\Wavy\2e59669ba7b07d544b21756269dd9616.jpg,Oval,Wavy
data\Wavy\32b04f1f18e97aafbccd44b5a4a2b1f6--indian-wedding-hairstyles-bride-hairstyles.jpg,Square,Wavy
data\Wavy\34be707dfe1fb0e431b21764757a4e88.jpg,Oblong,Wavy
data\Wavy\3534f6def9c33dfb98865cdd8210fd653.jpg,Oblong,Wavy
data\Wavy\35e713f2e69b7fd1db36ece641115c00.jpg,Oval,Wavy
data\Wavy\3bb45480de6e589502c4ebcda6503154--saree-hairstyles-indian-hairstyles.jpg,Heart,Wavy
data\Wavy\3d89c90e0d3fadd67a38ee9c51e9b3e2.jpg,Square,Wavy
data\Wavy\4-temple-undercut-for-curly-hair.jpg,Round,Wavy
data\Wavy\40017483c7a93d157d92bb8821560d575.jpg,Oval,Wavy
data\Wavy\414dd0ba800c1aa7f9f30a49088335bd.jpg,Heart,Wavy
data\Wavy\43df94ac28023f17c366d081ab405fdf.jpg,Oval,Wavy
data\Wavy\45bc138b27b33287b11fdef351b861b3.jpg,Oval,Wavy
data\Wavy\47184a38dc23b3aff78b4b0e13b38b34.jpg,Square,Wavy
data\Wavy\4aa0fb9075e24628a7b55aa2519fd4ec.jpg,Oval,Wavy
data\Wavy\5-inverted-lob-with-highlights-CKPyRW0j13V.jpg,Oval,Wavy
data\Wavy\58c7412b624de3733fc59e50819e743d.jpg,Round,Wavy
data\Wavy\5d04d3b170616560279cbca878f02ce8.jpg,Oval,Wavy
data\Wavy\6-long-wavy-hair-CMj8dSzhj6H.jpg,Square,Wavy
data\Wavy\61L5iwQNzgL._SL1000_.jpg,Oval,Wavy
data\Wavy\72750a06-730d-4d17-9ae1-810c9a4dfb93.jpg,Oval,Wavy
data\Wavy\7335fc5bfc7a7d0e41ea26ef5626cbb7.png,Oblong,Wavy
data\Wavy\78b1b28e92683bd97008b15a68c436a22.jpg,Oval,Wavy
data\Wavy\78b34f5ac457486ab65ec89b6703f9f3.jpg,Oblong,Wavy
data\Wavy\86906d774c8f0bec534b2d42b26783ed.jpg,Oblong,Wavy
data\Wavy\90c1e5530f9ead11724e7527295f4150.jpg,Square,Wavy
data\Wavy\90dbd4f4b874cb675564cf7443a7a5e6.jpg,Oblong,Wavy
data\Wavy\9cc8d5985f0a8c2bc333059dbe3b5bcb.jpg,Oval,Wavy
data\Wavy\a353af49ad84da275c475dea95380b18.jpg,Square,Wavy
data\Wavy\a8df762627e7242970663d7e7f51d907.jpg,Square,Wavy
data\Wavy\a916a680f354549e73193d312868309e.jpg,Oblong,Wavy
data\Wavy\ab7714d037b0b9af729c4b6425197e213.jpg,Oblong,Wavy
data\Wavy\aff604e1fa917e70564aa3e9b7bb78ce.jpg,Oblong,Wavy
data\Wavy\Afro-Curly-Faded-Short-Hairstyles-for-Men.jpg,Oblong,Wavy
data\Wavy\b0154795f490ad785f1f2450449645435.jpg,Square,Wavy
data\Wavy\b8d02c0bfe89c7b9945226dc73949fcf.jpg,Oblong,Wavy
data\Wavy\bca63af1e3e2f0bb8c97882ba035c087.jpg,Oblong,Wavy
data\Wavy\Beard-Styles-For-Men-With-Thick-Stubble.jpg,Square,Wavy
data\Wavy\beauty-2012-05-65-100-best-hairstyles-aishwarya-rai-long-layers-main.jpg,Square,Wavy
data\Wavy\Before2BMousse2BBack.jpg,Oblong,Wavy
data\Wavy\Best-Hair-Gels-Available-In-India-E28093-Our-Top-10-2-624x702.jpg,Square,Wavy
data\Wavy\best-hairstyle-for-face-shape-hairstyle-to-look-young.jpg,Round,Wavy
data\Wavy\Best-Hairstyles-For-Wavy-Hair-Short-Medium-Long-mtominay_borisnco.jpg,Oblong,Wavy
data\Wavy\best-Wavy-hairstyles-13.jpg,Oblong,Wavy
data\Wavy\best_conditioners_for_curly_wavy_hair.jpg,Heart,Wavy
data\Wavy\blonde-girl-long-volume-shiny-wavy-hair-beautiful-woman-model-curly-hairstyle-124424801.jpg,Oval,Wavy
data\Wavy\Bouncy-short-hairstyle(1).jpg,Round,Wavy
data\Wavy\braidbarbers-heavy-crop-haircuts-for-thick-hair-men.jpg,Oblong,Wavy
data\Wavy\c182bc7dc77af882036a96c373c5050d.jpg,Heart,Wavy
data\Wavy\c4ff02f35a4e508b102e81ba0f447965.png,Oblong,Wavy
data\Wavy\cbb045680aab22530c723e4a8fb7a3ec.jpg,Square,Wavy
data\Wavy\cf02a85dc28657ea30b2927a998475f9.jpg,Square,Wavy
data\Wavy\Classy-Hairstyle-for-Thick-Wavy-Hair.jpg,Heart,Wavy
data\Wavy\CurlyouHair-longblondecurls.jpg,Oblong,Wavy
data\Wavy\d4a51b3b3a379c1592ba8cfac188c44e.jpg,Oval,Wavy
data\Wavy\d8d7377ab1795d4267bea4fe25f2d702--arun-vijay-shooting-at.jpg,Round,Wavy
data\Wavy\dc873967ec78ac0fdbe09a832889f634.jpg,Heart,Wavy
data\Wavy\download.jpg,Oval,Wavy
data\Wavy\e9132abdd354a579b322331d773591a2.jpg,Round,Wavy
data\Wavy\ec577fcefe40fb8884a3c847a27f2055.jpg,Oblong,Wavy
data\Wavy\edb78b0ecd23bab5160a753897676c594.jpg,Round,Wavy
data\Wavy\ef0d3ee6de03ae350d0fa7062a6931fb.jpg,Round,Wavy
data\Wavy\efa5e3a18fac98d082c86957a3186ebd--medium-hairstyles-for-men-men-hairstyles.jpg,Square,Wavy
data\Wavy\Evidence-Based_db1b4e63-9d14-40c6-baad-32c51be1073b_1024x400.jpg,Oblong,Wavy
data\Wavy\f06b762b065ce09cdcb3cb1f2593fadb.jpg,Oblong,Wavy
data\Wavy\f1bb831e3df883028329102d64eecda6.jpg,Heart,Wavy
data\Wavy\f2549a38e7183c5d78c4f95270945050.jpg,Oval,Wavy
data\Wavy\f765b20b43f769864ded4b07e73983cc.jpg,Oblong,Wavy
data\Wavy\fac17035109a6832a78dda9b121c4705.jpg,Oblong,Wavy
data\Wavy\Faux-Hawk-Hairstyle.jpg,Oval,Wavy
data\Wavy\fb9209eb0be0a96835c0492db864594a-1.jpg,Oblong,Wavy
data\Wavy\fe34cd4b1e2ef8df4bdd7c6bce94cb045.jpg,Round,Wavy
data\Wavy\haircut_ideas_for_long_wavy_hair_13135_orig.jpg,Oval,Wavy
data\Wavy\hairstyles-for-indian-boys-23.jpg,Oval,Wavy
data\Wavy\Hairstyles-Make-You-Look-Younger.jpg,Heart,Wavy
data\Wavy\hbz-wavy-hair-rihanna.jpg,Oblong,Wavy
data\Wavy\how-to-grow-hair-faster-men-1200x900-1549892564_1200x900.jpg,Square,Wavy
data\Wavy\How-To-Tame-Thick-Unruly--Wavy-Hair1400_5f4ce4d796cd7.jpeg,Square,Wavy
data\Wavy\image(1).jpeg,Round,Wavy
data\Wavy\image1(1).jpeg,Oblong,Wavy
data\Wavy\image10(1).jpeg,Square,Wavy
data\Wavy\image10.jpg,Heart,Wavy
data\Wavy\image11(1).jpeg,Oval,Wavy
data\Wavy\image11(2).jpeg,Square,Wavy
data\Wavy\image11(3).jpeg,Square,Wavy
data\Wavy\image11.jpeg,Oval,Wavy
data\Wavy\image12(1).jpeg,Square,Wavy
data\Wavy\image12.jpg,Heart,Wavy
data\Wavy\image13(1).jpeg,Round,Wavy
data\Wavy\image13(2).jpeg,Oblong,Wavy
data\Wavy\image13.jpeg,Square,Wavy
data\Wavy\image13.jpg,Heart,Wavy
data\Wavy\image14(1).jpeg,Heart,Wavy
data\Wavy\image14(2).jpeg,Square,Wavy
data\Wavy\image14.jpeg,Oblong,Wavy
data\Wavy\image14.jpg,Heart,Wavy
data\Wavy\image15(1).jpeg,Round,Wavy
data\Wavy\image15.jpeg,Square,Wavy
data\Wavy\image15.jpg,Oblong,Wavy
data\Wavy\image16(1).jpeg,Oval,Wavy
data\Wavy\image16.jpg,Oblong,Wavy
data\Wavy\image17(1).jpeg,Square,Wavy
data\Wavy\image17(2).jpeg,Oblong,Wavy
data\Wavy\image18.jpeg,Square,Wavy
data\Wavy\image18.jpg,Heart,Wavy
data\Wavy\image2(2).jpeg,Square,Wavy
data\Wavy\image2.jpg,Heart,Wavy
data\Wavy\image21.jpg,Oval,Wavy
data\Wavy\image24.jpeg,Oblong,Wavy
data\Wavy\image25.jpeg,Oval,Wavy
data\Wavy\image25.jpg,Oval,Wavy
data\Wavy\image26.jpeg,Oblong,Wavy
data\Wavy\image27.jpg,Oval,Wavy
data\Wavy\image28.jpg,Square,Wavy
data\Wavy\image280.jpg,Square,Wavy
data\Wavy\image29.jpeg,Heart,Wavy
data\Wavy\image29.jpg,Square,Wavy
data\Wavy\image3(1).jpeg,Round,Wavy
data\Wavy\image3(2).jpeg,Oblong,Wavy
data\Wavy\image3.jpg,Oblong,Wavy
data\Wavy\image30.jpg,Oblong,Wavy
data\Wavy\image31.jpeg,Square,Wavy
data\Wavy\image32.jpeg,Oblong,Wavy
data\Wavy\image32.jpg,Oval,Wavy
data\Wavy\image35.jpg,Square,Wavy
data\Wavy\image36.jpg,Oblong,Wavy
data\Wavy\image37.jpg,Oval,Wavy
data\Wavy\image4.jpeg,Square,Wavy
data\Wavy\image4.jpg,Heart,Wavy
data\Wavy\image40.jpg,Oblong,Wavy
data\Wavy\image42.jpg,Heart,Wavy
data\Wavy\image44.jpg,Heart,Wavy
data\Wavy\image45.jpg,Oval,Wavy
data\Wavy\image49.jpg,Oval,Wavy
data\Wavy\image5(1).jpeg,Square,Wavy
data\Wavy\image50.jpg,Oval,Wavy
data\Wavy\image52.jpg,Oval,Wavy
data\Wavy\image55.jpg,Oblong,Wavy
data\Wavy\image56.jpg,Oblong,Wavy
data\Wavy\image6(1).jpeg,Round,Wavy
data\Wavy\image6(2).jpeg,Round,Wavy
data\Wavy\image6.jpg,Oval,Wavy
data\Wavy\image61.jpg,Oblong,Wavy
data\Wavy\image62.jpg,Heart,Wavy
data\Wavy\image63.jpg,Oblong,Wavy
data\Wavy\image64.jpg,Oval,Wavy
data\Wavy\image65.jpg,Oblong,Wavy
data\Wavy\image67.jpg,Round,Wavy
data\Wavy\image69.jpg,Oblong,Wavy
data\Wavy\image7(1).jpeg,Heart,Wavy
data\Wavy\image7(2).jpeg,Oval,Wavy
data\Wavy\image7.jpg,Oblong,Wavy
data\Wavy\image72.jpg,Oblong,Wavy
data\Wavy\image73.jpg,Heart,Wavy
data\Wavy\image74.jpg,Oval,Wavy
data\Wavy\image75.jpg,Oval,Wavy
data\Wavy\image76.jpg,Oblong,Wavy
data\Wavy\image77.jpg,Square,Wavy
data\Wavy\image78.jpg,Oblong,Wavy
data\Wavy\image79.jpg,Square,Wavy
data\Wavy\image8(1).jpeg,Square,Wavy
data\Wavy\image8.jpg,Oval,Wavy
data\Wavy\image80.jpg,Oblong,Wavy
data\Wavy\image81.jpg,Oblong,Wavy
data\Wavy\image82.jpg,Oblong,Wavy
data\Wavy\image83.jpg,Oval,Wavy
data\Wavy\image85.jpg,Heart,Wavy
data\Wavy\image86.jpg,Oval,Wavy
data\Wavy\image88.jpg,Oblong,Wavy
data\Wavy\image9(1).jpeg,Heart,Wavy
data\Wavy\image9(2).jpeg,Oblong,Wavy
data\Wavy\image9(3).jpeg,Square,Wavy
data\Wavy\image9.jpg,Oval,Wavy
data\Wavy\image90.jpg,Heart,Wavy
data\Wavy\image93.jpg,Oval,Wavy
data\Wavy\image95.jpg,Heart,Wavy
data\Wavy\image96.jpg,Square,Wavy
data\Wavy\images (1).jpg,Round,Wavy
data\Wavy\images (2).jpg,Oval,Wavy
data\Wavy\images (3).jpg,Square,Wavy
data\Wavy\images(2).jpg,Heart,Wavy
data\Wavy\images.jpg,Oblong,Wavy
data\Wavy\images0(1).jpg,Square,Wavy
data\Wavy\images0.jpg,Round,Wavy
data\Wavy\images10(1).jpg,Heart,Wavy
data\Wavy\images11(1).jpg,Oval,Wavy
data\Wavy\images12(1).jpg,Round,Wavy
data\Wavy\images12(2).jpg,Heart,Wavy
data\Wavy\images12.jpg,Round,Wavy
data\Wavy\images13(1).jpg,Round,Wavy
data\Wavy\images13(2).jpg,Oval,Wavy
data\Wavy\images13(3).jpg,Square,Wavy
data\Wavy\images13.jpg,Oblong,Wavy
data\Wavy\images131.jpg,Round,Wavy
data\Wavy\images14 (2).jpg,Heart,Wavy
data\Wavy\images14.jpg,Oblong,Wavy
data\Wavy\images146.jpg,Oblong,Wavy
data\Wavy\images147.jpg,Square,Wavy
data\Wavy\images150.jpg,Heart,Wavy
data\Wavy\images152.jpg,Square,Wavy
data\Wavy\images16(2).jpg,Oblong,Wavy
data\Wavy\images16.jpg,Oblong,Wavy
data\Wavy\images164.jpg,Oblong,Wavy
data\Wavy\images17(1).jpg,Oblong,Wavy
data\Wavy\images17.jpg,Round,Wavy
data\Wavy\images18.jpg,Square,Wavy
data\Wavy\images19 (2).jpg,Square,Wavy
data\Wavy\images19.jpg,Oblong,Wavy
data\Wavy\images2.jpg,Square,Wavy
data\Wavy\images21 (2).jpg,Oval,Wavy
data\Wavy\images21(1).jpg,Oblong,Wavy
data\Wavy\images21.jpg,Oval,Wavy
data\Wavy\images22.jpg,Oblong,Wavy
data\Wavy\images228.jpg,Oval,Wavy
data\Wavy\images23 (2).jpg,Round,Wavy
data\Wavy\images23.jpg,Round,Wavy
data\Wavy\images235.jpg,Oval,Wavy
data\Wavy\images24.jpg,Heart,Wavy
data\Wavy\images258.jpg,Square,Wavy
data\Wavy\images26.jpg,Round,Wavy
data\Wavy\images262.jpg,Round,Wavy
data\Wavy\images27.jpg,Oblong,Wavy
data\Wavy\images28.jpg,Oblong,Wavy
data\Wavy\images282.jpg,Square,Wavy
data\Wavy\images297.jpg,Round,Wavy
data\Wavy\images3(1).jpg,Oblong,Wavy
data\Wavy\images3.jpg,Oval,Wavy
data\Wavy\images305.jpg,Square,Wavy
data\Wavy\images31(1).jpg,Square,Wavy
data\Wavy\images31.jpg,Oblong,Wavy
data\Wavy\images32.jpg,Oval,Wavy
data\Wavy\images33 (2).jpg,Oblong,Wavy
data\Wavy\images33.jpg,Oblong,Wavy
data\Wavy\images34 (2).jpg,Square,Wavy
data\Wavy\images34.jpg,Oblong,Wavy
data\Wavy\images37.jpg,Heart,Wavy
data\Wavy\images38.jpg,Oblong,Wavy
data\Wavy\images39.jpg,Oblong,Wavy
data\Wavy\images4.jpg,Oblong,Wavy
data\Wavy\images43.jpg,Oval,Wavy
data\Wavy\images5.jpg,Oblong,Wavy
data\Wavy\images53.jpg,Round,Wavy
data\Wavy\images54.jpg,Square,Wavy
data\Wavy\images55.jpg,Oval,Wavy
data\Wavy\images57.jpg,Round,Wavy
data\Wavy\images6.jpg,Oval,Wavy
data\Wavy\images60.jpg,Round,Wavy
data\Wavy\images61.jpg,Round,Wavy
data\Wavy\images62.jpg,Round,Wavy
data\Wavy\images63 (2).jpg,Oblong,Wavy
data\Wavy\images63.jpg,Round,Wavy
data\Wavy\images64.jpg,Round,Wavy
data\Wavy\images66.jpg,Round,Wavy
data\Wavy\images67.jpg,Round,Wavy
data\Wavy\images7(1).jpg,Round,Wavy
data\Wavy\images7(2).jpg,Oval,Wavy
data\Wavy\images70.jpg,Square,Wavy
data\Wavy\images73 (2).jpg,Square,Wavy
data\Wavy\images73.jpg,Oblong,Wavy
data\Wavy\images74.jpg,Round,Wavy
data\Wavy\images75 (2).jpg,Oblong,Wavy
data\Wavy\images75.jpg,Round,Wavy
data\Wavy\images76.jpg,Oblong,Wavy
data\Wavy\images77.jpg,Oval,Wavy
data\Wavy\images8.jpg,Round,Wavy
data\Wavy\images82.jpg,Square,Wavy
data\Wavy\images86.jpg,Oblong,Wavy
data\Wavy\images9 (2).jpg,Round,Wavy
data\Wavy\images9.jpg,Round,Wavy
data\Wavy\images90.jpg,Oblong,Wavy
data\Wavy\images99.jpg,Oblong,Wavy
data\Wavy\IMG_20131208_1_mr1386507169777.jpg,Oval,Wavy
data\Wavy\IMG_7511-2-scaled.jpg,Oblong,Wavy
data\Wavy\IMG_9308.jpg,Oval,Wavy
data\Wavy\Indian-Hair-Styles-For-Boys-3.jpg,Oblong,Wavy
data\Wavy\Jamie-Chung.jpg,Heart,Wavy
data\Wavy\karishma-tanna-hairstyles-iDiva-Thumbnail_5e3c0b17b1948.jpg,Oval,Wavy
data\Wavy\Layered-wavy-hairstyles4-1.png,Heart,Wavy
data\Wavy\long-hair-with-soft-waves.jpg,Oval,Wavy
data\Wavy\long-layered-wavy-hair.jpg,Oval,Wavy
data\Wavy\long-wavy-brown-hair-new.jpg,Oblong,Wavy
data\Wavy\long-wavy-hairstyles.jpg,Oblong,Wavy
data\Wavy\madhuri-dixit.jpg,Heart,Wavy
data\Wavy\medium-wavy-hair-for-men.jpg,Oval,Wavy
data\Wavy\Messy-Long-Hair.jpg,Oblong,Wavy
data\Wavy\Natural-Wavy-Hairstyle.jpg,Oblong,Wavy
data\Wavy\New-LookOI.jpg,Oblong,Wavy
data\Wavy\PHS-HAIRSCIENCE_Hair-care-guide-for-wavy-curly-hair.jpg,Square,Wavy
data\Wavy\priyanka-chopra.jpg,Round,Wavy
data\Wavy\Rachel-Weisz.jpg,Square,Wavy
data\Wavy\redhair-1518094912kgn84.jpg,Oblong,Wavy
data\Wavy\Roselyn-Sanchez.jpg,Oval,Wavy
data\Wavy\shiny-hollywood-waves-for-long-wavy-hair.jpg,Round,Wavy
data\Wavy\Side_Parted_Messy_Bob_1024x1024.jpg,Oblong,Wavy
data\Wavy\stylish-brunette-woman-with-wavy-hair-and-black-tuxedo-jacket.jpg,Oval,Wavy
data\Wavy\Techniques-To-Get-Chic-Wavy-Hair.jpg,Heart,Wavy
data\Wavy\thick-long-wavy-hair.jpg.webp,Oblong,Wavy
data\Wavy\thick-wavy-hairstyles-men.png,Oval,Wavy
data\Wavy\tumblr_oui89e3KIJ1rokz3ro1_400.jpg,Oval,Wavy
data\Wavy\w1.jpg,Heart,Wavy
data\Wavy\wavy-hair-1656433758.png,Oblong,Wavy
data\Wavy\wavy-hair-4-3.jpg,Round,Wavy
data\Wavy\wavy-hair-routine-296671-1638313893976-main.700x0c.jpg,Oblong,Wavy
data\Wavy\wavy-hair-with-ombre-balayage-hair-color.jpg,Square,Wavy
data\Wavy\Wavy-Hair-with-Temple-Fade-1.jpg,Oblong,Wavy
data\Wavy\wavy-hair.jpg,Heart,Wavy
data\Wavy\wavy-hairstyles-for-men-12-1.jpg,Round,Wavy
data\Wavy\Wavy-Short-Hairstyles-for-Men.jpg,Oblong,Wavy
data\Wavy\Wavy-Side-Swept.jpg,Oval,Wavy
data\Wavy\WAVYHAIRSTYLES081021_DEFAULT1.jpg,Oblong,Wavy
data\Wavy\wavy_hair_cuts_300x300.jpg,Oblong,Wavy
data\Wavy\Wispy-and-Messy-for-Indian-Boys.jpg,Oval,Wavy
data\Wavy\Wonderful-Wavy-Hairstyles-for-Men.jpg,Oblong,Wavy
data\women\01.WB_EssentialRestock_LaunchBanner_3000x1016_20230801_nk_desktop_1920x.jpg,Oval,women
data\women\071920Abortion20Hearing20Presser20JT200420TT.jpg,Oblong,women
data\women\0L8A8438.jpg,Oblong,women
data\women\100913-berlusconi-hmed-8a.jpg,Oblong,women
data\women\1091178_5188866_paltrowthenewsswomen_updates.jpg,Oblong,women
data\women\1181946-15591024.jpg,Oblong,women
data\women\13-07-23-wlp-hero-tile-01-min-data.jpg,Heart,women
data\women\14042075-young-beautiful-women-in-a-bikini-on-the-sunny-tropical-beach.jpg,Heart,women
data\women\1643124636-woman-drinking-water-outdoors.jpeg,Round,women
data\women\1684237187114_hbzmichelleobama071591898689.jpg,Oblong,women
data\women\198361810-portrait-of-a-beautiful-young-woman-looking-out-the-window-at-sunset.jpg,Oval,women
data\women\1o9a2539.jpg,Oval,women
data\women\201912-lao-15-scr.jpg,Heart,women
data\women\23685.jpg,Round,women
data\women\253069-1024x683.jpg,Round,women
data\women\26-Most-Beautiful-African-Women.jpg,Heart,women
data\women\2young-women-750sq.jpg,Oval,women
data\women\360_F_85190981_vR07Tj6HH0CDyhb10U6BZ3hmC6LAm7MX.jpg,Oblong,women
data\women\477700_8506661_updates.jpg,Oval,women
data\women\500_F_219462913_sB128t4eYf2l3nOFwTGw5vwWM1jbsSra.jpg,Oblong,women
data\women\5523-mh0922330enn_002.png,Oblong,women
data\women\559.png,Oblong,women
data\women\59643099-beautiful-young-woman-walking-in-the-park.jpg,Oblong,women
data\women\66-off-spotlight-1588720470.jpg,Oval,women
data\women\7-1.jpg,Oval,women
data\women\995953_1305718_tns-12_tns.jpg,Square,women
data\women\adi.jpg,Heart,women
data\women\African-Women.jpg,Heart,women
data\women\ANIEBO.jpg,Oval,women
data\women\bbc1638953876-1.jpg,Square,women
data\women\beautiful-cheerful-young-woman-having-260nw-1447222385.jpg,Oblong,women
data\women\beautiful-woman-fresh-skin-face-closeup-portrait-isolated-white-33924549.jpg,Oval,women
data\women\beautiful-woman-whiten-perfect-smile-outdoor-green-background-33801042.jpg,Oblong,women
data\women\beautiful-women-1534433400.jpg,Square,women
data\women\breastCancerYoungWomen.jpg,Oval,women
data\women\Carey-Mulligan-Emerald-Fennel-Variety-Cover-Story-Full-16x9-1.jpg,Oblong,women
data\women\CDG_2021-22_Deal_Chasity-scaled_400x400_acf_cropped-1.jpg,Round,women
data\women\Cheerful_young_woman.jpg,Oval,women
data\women\close-portrait-young-happy-woman-260nw-592698620.jpg,Oblong,women
data\women\close-up-profile-portrait-beautiful-young-indian-woman-125347741.jpg,Oblong,women
data\women\confident-ready-help-listening-coworkers-taking-part-conversation_1258-59335.jpg,Oblong,women
data\women\CSW61_CSOmediaDay_SandraLetio_Mar2017__RB_0864_1_DS_flickr_675x450.jpg,Oval,women
data\women\cute-hairstyle-with-a-colorful-head-scarf-for-black-women.jpg,Oblong,women
data\women\d8a48497-8bd6-485e-989b-4110322f6d37_bc12986f.jpg,Square,women
data\women\depositphotos_183124496-stock-photo-portrait-beautiful-young-woman-sitting.jpg,Oblong,women
data\women\depositphotos_201608550-stock-photo-image-amazing-young-pretty-woman.jpg,Oval,women
data\women\depositphotos_70494995-stock-photo-young-woman-smiling.jpg,Oblong,women
data\women\e-and-health-concept-beautiful-young-woman-touching-her-pictures_csp23747087.jpg,Square,women
data\women\elegant-woman-laughing-flirty-looking-left_176420-17650.jpg,Oblong,women
data\women\empowering-adolescent-girls-young-women-through-education-adama-mali.png,Oval,women
data\women\FIG-Banner-M.jpg,Heart,women
data\women\file-20230606-20-19o8gg.jpg,Oval,women
data\women\Front_cover.jpg,Heart,women
data\women\gallery-1486550108-lupita-nyongo.jpg,Oval,women
data\women\gettyimages-1176488343.jpg,Oblong,women
data\women\GettyImages-1189156609.jpeg,Oval,women
data\women\gettyimages-169087114-1280x853.jpg,Oblong,women
data\women\GettyImages-981468200.jpg,Round,women
data\women\girlstalking.jpeg,Oval,women
data\women\GRT-group-of-women-standing-in-studio-1296x728-header.jpg,Oval,women
data\women\happy-young-brunette-woman-amazing-smile-26038696.jpg,Heart,women
data\women\happy-young-woman-sitting-on-260nw-2018571389.jpg,Oblong,women
data\women\hero2-img1-optimized.png,Oval,women
data\women\Hirsutism-mouth-body2.jpg,Round,women
data\women\hiv-adolescent-girls-young-women.jpg,Oval,women
data\women\home-1.jpg,Heart,women
data\women\home-2.jpg,Heart,women
data\women\Hottest-Women-Rihanna-1.jpg,Oval,women
data\women\image-happy-young-business-woman-260nw-1215373642.jpg,Oval,women
data\women\image19.jpeg,Oblong,women
data\women\image2.jpeg,Round,women
data\women\image23.jpeg,Round,women
data\women\images10.jpg,Heart,women
data\women\images102.jpg,Square,women
data\women\images103.jpg,Heart,women
data\women\images106.jpg,Oval,women
data\women\images107.jpg,Oblong,women
data\women\images113.jpg,Oblong,women
data\women\images116.jpg,Oval,women
data\women\images117.jpg,Oval,women
data\women\images118.jpg,Heart,women
data\women\images12.jpg,Oval,women
data\women\images126.jpg,Oval,women
data\women\images130.jpg,Oval,women
data\women\images131.jpg,Round,women
data\women\images134.jpg,Oval,women
data\women\images138.jpg,Round,women
data\women\images139.jpg,Oblong,women
data\women\images143.jpg,Oval,women
data\women\images144.jpg,Oblong,women
data\women\images148.jpg,Oval,women
data\women\images151.jpg,Heart,women
data\women\images152.jpg,Oblong,women
data\women\images156.jpg,Heart,women
data\women\images157.jpg,Oval,women
data\women\images16.jpg,Oval,women
data\women\images162.jpg,Oval,women
data\women\images164.jpg,Oblong,women
data\women\images165.jpg,Oval,women
data\women\images166.jpg,Oval,women
data\women\images167.jpg,Square,women
data\women\images175.jpg,Round,women
data\women\images2.jpg,Oblong,women
data\women\images24.jpg,Oval,women
data\women\images33.jpg,Oval,women
data\women\images36.jpg,Heart,women
data\women\images40.jpg,Round,women
data\women\images41.jpg,Oval,women
data\women\images53.jpg,Round,women
data\women\images58.jpg,Oval,women
data\women\images6.jpg,Oval,women
data\women\images67.jpg,Heart,women
data\women\images68.jpg,Oblong,women
data\women\images70.jpg,Oval,women
data\women\images71.jpg,Oval,women
data\women\images72.jpg,Round,women
data\women\images73.jpg,Oval,women
data\women\images74.jpg,Oval,women
data\women\images75.jpg,Round,women
data\women\images76.jpg,Oval,women
data\women\images77.jpg,Heart,women
data\women\images78.jpg,Oblong,women
data\women\images79.jpg,Oblong,women
data\women\images83.jpg,Oval,women
data\women\images89.jpg,Oval,women
data\women\images90.jpg,Heart,women
data\women\images91.jpg,Oblong,women
data\women\images93.jpg,Square,women
data\women\images94.jpg,Oval,women
data\women\images95.jpg,Oval,women
data\women\images96.jpg,Oval,women
data\women\images97.jpg,Oblong,women
data\women\ink-warm-sweater-natural-look-smiling-portrait-isolated-long-hair_285396-896.jpg,Oval,women
data\women\IWD-Mission-Work-home.jpg,Oval,women
data\women\IWD2023-embraceequity-homepic2.jpg,Oval,women
data\women\Jessica_Ennis_28May_201029_cropped.jpg,Oblong,women
data\women\lf-assured-powerful-pose-smiling-determined-wear-yellow-sweater_176420-35063.jpg,Oblong,women
data\women\LW2_Dominican1.jpg,Oval,women
data\women\maxresdefault.jpg,Oval,women
data\women\Mental-Strong-Women-min-480x340.jpg,Oblong,women
data\women\MV5BMDYwM2MyNDYtYWYwNS00MDYyLWExNjUtNGQ0OWFkZDUyOWZlXkEyXkFqcGdeQXVyMTg3ODE0MTA._V1_.jpg,Heart,women
data\women\MV5BNmNkM2I2MTgtYTM5OS00NjQ4LWE5NGEtODhjOTJjMGMzODYyXkEyXkFqcGdeQWFybm8._V1_.jpg,Heart,women
data\women\MV5BOTgzMzE4MGItZDgxYS00ZGEwLWE3YTctZWY3ZDAyMTk0ZGU4XkEyXkFqcGdeQXVyMTkxNjUyNQ._V1_FMjpg_UX1000_.jpg,Heart,women
data\women\MV5BYmE1NjFiMmEtMWVmNy00ZTQ3LThjODUtMzY2MzljNjVhZDc2XkEyXkFqcGdeQXVyNjUxMjc1OTM._V1_.jpg,Square,women
data\women\n-with-pleasant-smile-and-crossed-arms-isolated-on-grey-wall-with-2151833739.jpg,Oblong,women
data\women\nurse_taking_blood_pressure_reading.jpg,Oblong,women
